job__,Age,lat,long,c_b_no,Height,Color,Around_Store,Store_Num
X00926769-I1,148.0,40.750422,-73.996328,212.0,25.037481259370313,"[210, 196, 174, 255]",False,0
X00926842-I1,121.0,40.750422,-73.996328,211.0,20.98950524737631,"[210, 196, 174, 255]",False,0
X00927077-I1,118.0,40.750422,-73.996328,205.0,20.539730134932533,"[210, 196, 174, 255]",False,0
X00927087-I1,149.0,40.824568,-73.937867,204.0,25.187406296851574,"[210, 196, 174, 255]",False,0
X00927096-I1,149.0,40.824568,-73.937867,204.0,25.187406296851574,"[210, 196, 174, 255]",False,0
X00927105-I1,149.0,40.824568,-73.937867,204.0,25.187406296851574,"[210, 196, 174, 255]",False,0
X00927153-I1,154.0,40.750422,-73.996328,207.0,25.937031484257872,"[210, 196, 174, 255]",False,0
X00927185-I1,94.0,40.750422,-73.996328,208.0,16.94152923538231,"[210, 196, 174, 255]",False,0
X00927356-I1,153.0,40.770846,-73.963915,206.0,25.787106446776612,"[210, 196, 174, 255]",False,0
X00927498-I1,153.0,40.750422,-73.996328,206.0,25.787106446776612,"[210, 196, 174, 255]",False,0
X00927581-I1,149.0,40.750422,-73.996328,207.0,25.187406296851574,"[210, 196, 174, 255]",False,0
X00927857-I1,149.0,40.847746,-73.935565,206.0,25.187406296851574,"[210, 196, 174, 255]",False,0
X00928077-I1,143.0,40.858051,-73.88298,206.0,24.28785607196402,"[210, 196, 174, 255]",False,0
X00928909-S2,105.0,40.750422,-73.996328,203.0,18.590704647676162,"[210, 196, 174, 255]",False,0
X00936877-I1,87.0,40.836069,-73.912393,308.0,15.892053973013493,"[210, 196, 174, 255]",False,0
X00947849-I1,108.0,40.87963,-73.908571,303.0,19.040479760119943,"[210, 196, 174, 255]",False,0
X00959588-I1,85.0,40.717651,-73.992819,112.0,15.592203898050975,"[210, 196, 174, 255]",False,0
X00961644-I1,77.0,40.750422,-73.996328,112.0,14.3928035982009,"[210, 196, 174, 255]",False,0
X00963074-I1,73.0,40.841515,-73.938387,112.0,13.793103448275861,"[210, 196, 174, 255]",False,0
X00965969-S1,6.0,40.859748,-73.865431,211.0,3.7481259370314843,"[210, 196, 174, 255]",False,0
X00966132-I1,62.0,40.750422,-73.996328,112.0,12.14392803598201,"[210, 196, 174, 255]",False,0
X00969547-I1,49.0,40.847201,-73.906264,112.0,10.194902548725636,"[210, 196, 174, 255]",False,0
X00972144-I1,27.0,40.750422,-73.996328,308.0,6.896551724137931,"[210, 196, 174, 255]",False,0
X00975432-I1,27.0,40.878757,-73.875115,112.0,6.896551724137931,"[210, 196, 174, 255]",False,0
X00978376-I1,21.0,40.750422,-73.996328,204.0,5.997001499250374,"[210, 196, 174, 255]",False,0
X00978790-I1,44.0,40.750422,-73.996328,203.0,9.445277361319341,"[210, 196, 174, 255]",False,0
X00979214-I1,44.0,40.750422,-73.996328,208.0,9.445277361319341,"[210, 196, 174, 255]",False,0
X00979219-I1,44.0,40.715317,-73.927718,204.0,9.445277361319341,"[210, 196, 174, 255]",False,0
X00979430-I1,30.0,40.715317,-73.992868,201.0,7.346326836581709,"[210, 196, 174, 255]",False,0
X00979483-I1,36.0,40.836686,-73.943595,201.0,8.245877061469265,"[210, 196, 174, 255]",False,0
X00979950-I1,42.0,40.775889,-73.982008,208.0,9.14542728635682,"[210, 196, 174, 255]",False,0
X00980034-I1,41.0,40.750422,-73.996328,210.0,8.995502248875562,"[210, 196, 174, 255]",False,0
X00980400-I1,42.0,40.833459,-73.917041,204.0,9.14542728635682,"[210, 196, 174, 255]",False,0
X00980413-I1,36.0,40.825801,-73.864614,209.0,8.245877061469265,"[210, 196, 174, 255]",False,0
X00980746-I1,2.0,40.853237,-73.916705,205.0,3.1484257871064467,"[210, 196, 174, 255]",False,0
X00980771-I1,41.0,40.804584,-73.938496,205.0,8.995502248875562,"[210, 196, 174, 255]",False,0
X00981116-I1,37.0,40.725492,-73.98375,201.0,8.395802098950524,"[210, 196, 174, 255]",False,0
X00981159-I1,36.0,40.717651,-73.992819,205.0,8.245877061469265,"[210, 196, 174, 255]",False,0
X00981341-I1,28.0,40.716223,-73.924383,204.0,7.046476761619191,"[210, 196, 174, 255]",False,0
X00981483-I1,37.0,40.85251,-73.882086,206.0,8.395802098950524,"[210, 196, 174, 255]",False,0
X00982181-I1,34.0,40.85005,-73.943003,208.0,7.946026986506746,"[210, 196, 174, 255]",False,0
X00982526-I1,30.0,40.725492,-73.98375,201.0,7.346326836581709,"[210, 196, 174, 255]",False,0
X00983082-I1,35.0,40.717651,-73.992819,205.0,8.095952023988007,"[210, 196, 174, 255]",False,0
X00983141-I1,2.0,40.81602,-73.947697,201.0,3.1484257871064467,"[210, 196, 174, 255]",False,0
X00983502-I1,28.0,40.715317,-73.927718,204.0,7.046476761619191,"[210, 196, 174, 255]",False,0
X00983655-I1,27.0,40.725492,-73.98375,205.0,6.896551724137931,"[210, 196, 174, 255]",False,0
X00983802-I1,30.0,40.750422,-73.996328,204.0,7.346326836581709,"[210, 196, 174, 255]",False,0
X00984076-I1,29.0,40.869955,-73.918398,212.0,7.19640179910045,"[210, 196, 174, 255]",False,0
X00984165-I1,23.0,40.878971,-73.863658,212.0,6.296851574212893,"[210, 196, 174, 255]",False,0
X00984170-I1,23.0,40.750422,-73.996328,204.0,6.296851574212893,"[210, 196, 174, 255]",False,0
X00984230-I1,15.0,40.819287,-73.939417,201.0,5.097451274362818,"[210, 196, 174, 255]",False,0
X00984300-I1,28.0,40.844392,-73.82907,210.0,7.046476761619191,"[210, 196, 174, 255]",False,0
X00984526-I1,1.0,40.717651,-73.992819,205.0,2.998500749625187,"[210, 196, 174, 255]",False,0
X00984555-I1,28.0,40.750422,-73.996328,207.0,7.046476761619191,"[210, 196, 174, 255]",False,0
X00985259-I1,21.0,40.81949,-73.922037,201.0,5.997001499250374,"[210, 196, 174, 255]",False,0
X00985273-I1,27.0,40.880065,-73.897994,208.0,6.896551724137931,"[210, 196, 174, 255]",False,0
X00985414-I1,2.0,40.750422,-73.996328,212.0,3.1484257871064467,"[210, 196, 174, 255]",False,0
X00985889-I1,23.0,40.721727,-73.992769,212.0,6.296851574212893,"[210, 196, 174, 255]",False,0
X00985976-I1,23.0,40.878969,-73.905941,208.0,6.296851574212893,"[242, 131, 55, 255]",True,5
X00986460-I1,24.0,40.848516,-73.930363,205.0,6.446776611694153,"[210, 196, 174, 255]",False,0
X00986573-I1,24.0,40.717651,-73.992819,205.0,6.446776611694153,"[210, 196, 174, 255]",False,0
X00987458-I1,15.0,40.885681,-73.910857,208.0,5.097451274362818,"[210, 196, 174, 255]",False,0
X00987627-I1,21.0,40.851092,-73.882526,206.0,5.997001499250374,"[210, 196, 174, 255]",False,0
X00987887-I1,-15.0,40.750422,-73.996328,211.0,0.5997001499250374,"[210, 196, 174, 255]",False,0
X00988060-I1,-1.0,40.750422,-73.996328,201.0,2.6986506746626686,"[210, 196, 174, 255]",False,0
X00988076-I1,-1.0,40.814975,-73.909521,201.0,2.6986506746626686,"[210, 196, 174, 255]",False,0
X00988088-I1,-4.0,40.750422,-73.996328,201.0,2.2488755622188905,"[210, 196, 174, 255]",False,0
X00988108-I1,-5.0,40.834225,-73.947466,201.0,2.098950524737631,"[210, 196, 174, 255]",False,0
X00988110-I1,-5.0,40.750422,-73.996328,201.0,2.098950524737631,"[210, 196, 174, 255]",False,0
X00988119-I1,-1.0,40.750422,-73.996328,201.0,2.6986506746626686,"[210, 196, 174, 255]",False,0
X00988289-I1,13.0,40.775889,-73.982008,208.0,4.797601199400299,"[210, 196, 174, 255]",False,0
X00988760-I1,21.0,40.825049,-73.937086,204.0,5.997001499250374,"[210, 196, 174, 255]",False,0
X00989056-I1,15.0,40.750422,-73.996328,212.0,5.097451274362818,"[210, 196, 174, 255]",False,0
X00989959-I1,15.0,40.750422,-73.996328,207.0,5.097451274362818,"[210, 196, 174, 255]",False,0
X00989964-I1,16.0,40.750422,-73.996328,209.0,5.247376311844078,"[210, 196, 174, 255]",False,0
X00989989-I1,16.0,40.750422,-73.996328,209.0,5.247376311844078,"[210, 196, 174, 255]",False,0
X00990248-I1,10.0,40.846642,-73.93772,205.0,4.3478260869565215,"[210, 196, 174, 255]",False,0
X00990692-I1,0.0,40.750422,-73.996328,204.0,2.848575712143928,"[210, 196, 174, 255]",False,0
X00990973-I1,-6.0,40.847972,-73.90501,205.0,1.949025487256372,"[210, 196, 174, 255]",False,0
X00991120-I1,10.0,40.725492,-73.98375,205.0,4.3478260869565215,"[210, 196, 174, 255]",False,0
X00991435-I1,2.0,40.880255,-73.920811,208.0,3.1484257871064467,"[210, 196, 174, 255]",False,0
X00991973-I1,14.0,40.860735,-73.909426,207.0,4.94752623688156,"[210, 196, 174, 255]",False,0
X00992143-I1,-7.0,40.829337,-73.942088,201.0,1.7991004497751124,"[210, 196, 174, 255]",False,0
X00992146-I1,-7.0,40.829355,-73.942119,201.0,1.7991004497751124,"[210, 196, 174, 255]",False,0
X00992292-I1,14.0,40.750422,-73.996328,205.0,4.94752623688156,"[210, 196, 174, 255]",False,0
X00992848-I1,10.0,40.773934,-73.961632,206.0,4.3478260869565215,"[210, 196, 174, 255]",False,0
X00992875-I1,-1.0,40.826955,-73.855965,209.0,2.6986506746626686,"[210, 196, 174, 255]",False,0
X00992885-I1,-1.0,40.827083,-73.855256,209.0,2.6986506746626686,"[210, 196, 174, 255]",False,0
X00992890-I1,6.0,40.84642,-73.917747,205.0,3.7481259370314843,"[210, 196, 174, 255]",False,0
X00993400-I1,9.0,40.849571,-73.908265,205.0,4.197901049475262,"[210, 196, 174, 255]",False,0
